subset,composition,runs,strength,avg_key,avg_pct_under,best_pct_under,median_pct_under,key_slope,ref_key,best_time_s,best_dungeon,best_key,best_date,median_time_s,avg_deaths_per_run,timed_pct
all,T:Blood DeathKnight | H:Holy Paladin | D:Arcane Mage | D:Elemental Shaman | D:Arms Warrior,800,6.21,9.6,16.6,61.3,17.6,-3.752,8.45,697.0,Voidscar Arena,5,2026-08-19,1528.0,6.52,85.8
timed,T:Blood DeathKnight | H:Holy Paladin | D:Balance Druid | D:Marksmanship Hunter | D:Elemental Shaman,34,9.42,10.6,19.6,44.3,21.9,-3.028,8.22,1069.0,Temple of Sethraliss,5,2026-08-19,1487.0,3.5,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Balance Druid | D:Arcane Mage | D:Subtlety Rogue,34,4.9,9.6,20.8,49.4,18.6,-3.028,8.22,1002.0,Kings' Rest,5,2026-08-19,1558.0,4.5,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Arcane Mage | D:Enhancement Shaman | D:Arms Warrior,34,4.73,8.5,27.1,52.6,27.9,-3.028,8.22,910.0,Temple of Sethraliss,2,2026-08-19,1405.0,4.03,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Unholy DeathKnight | D:Enhancement Shaman | D:Arms Warrior,34,3.67,9.9,17.6,49.4,14.8,-3.028,8.22,1032.0,Murder Row,5,2026-08-19,1604.0,4.74,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Unholy DeathKnight | D:Arcane Mage | D:Subtlety Rogue,34,3.56,10.0,16.6,39.0,16.6,-3.028,8.22,1171.0,Temple of Sethraliss,8,2026-08-19,1510.0,4.53,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Unholy DeathKnight | D:BeastMastery Hunter | D:Retribution Paladin,34,3.49,8.7,24.6,50.2,21.5,-3.028,8.22,836.0,Ruby Life Pools,2,2026-08-19,1410.0,3.44,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Devourer DemonHunter | D:Balance Druid | D:Retribution Paladin,34,3.32,9.3,20.8,42.6,20.8,-3.028,8.22,1034.0,The Blinding Vale,7,2026-08-20,1546.0,4.38,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Devourer DemonHunter | D:BeastMastery Hunter | D:Elemental Shaman,34,2.88,8.8,23.3,54.0,24.3,-3.028,8.22,939.0,Murder Row,2,2026-08-18,1428.0,3.47,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Arcane Mage | D:Windwalker Monk | D:Subtlety Rogue,34,2.82,9.2,20.9,57.0,22.0,-3.028,8.22,773.0,The Blinding Vale,2,2026-08-19,1536.0,3.56,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Arcane Mage | D:Shadow Priest | D:Destruction Warlock,34,2.39,9.2,20.4,48.6,19.7,-3.028,8.22,925.0,Altar of Fangs,2,2026-08-20,1548.0,4.65,100.0
timed,T:Guardian Druid | H:Restoration Shaman | D:Devourer DemonHunter | D:Arcane Mage | D:Arms Warrior,34,2.23,8.6,23.8,47.8,22.4,-3.028,8.22,1066.0,Murder Row,5,2026-08-20,1454.0,4.82,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:BeastMastery Hunter | D:Arcane Mage | D:Windwalker Monk,34,0.66,8.7,21.3,53.0,19.4,-3.028,8.22,790.0,Ruby Life Pools,5,2026-08-19,1508.0,3.97,100.0
timed,T:Guardian Druid | H:Restoration Shaman | D:Unholy DeathKnight | D:Arcane Mage | D:Retribution Paladin,34,-0.39,8.8,19.8,40.4,21.9,-3.028,8.22,1072.0,The Blinding Vale,4,2026-08-20,1497.0,4.71,100.0
timed,T:Protection Paladin | H:Holy Paladin | D:Elemental Shaman | D:Demonology Warlock | D:Arms Warrior,34,-1.22,7.9,23.8,56.9,20.6,-3.028,8.22,776.0,Voidscar Arena,2,2026-08-19,1478.0,3.94,100.0
timed,T:Guardian Druid | H:Holy Paladin | D:Arcane Mage | D:Demonology Warlock | D:Arms Warrior,34,-1.23,8.0,23.6,51.3,22.1,-3.028,8.22,877.0,The Blinding Vale,2,2026-08-18,1435.0,4.26,100.0
timed,T:Protection Warrior | H:Holy Paladin | D:Arcane Mage | D:Retribution Paladin | D:Arms Warrior,34,-5.09,7.3,23.1,62.9,19.0,-3.028,8.22,624.0,Ruby Life Pools,5,2026-08-18,1560.0,5.09,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Unholy DeathKnight | D:Arcane Mage | D:Assassination Rogue,33,7.56,9.5,24.4,46.3,26.1,-3.028,8.22,1031.0,Temple of Sethraliss,5,2026-08-19,1397.0,4.64,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Devourer DemonHunter | D:Marksmanship Hunter | D:Arcane Mage,33,6.52,9.8,21.1,37.3,21.4,-3.028,8.22,1054.0,Ruby Life Pools,4,2026-08-19,1470.0,3.45,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Devourer DemonHunter | D:Arcane Mage | D:Assassination Rogue,33,5.35,9.3,23.3,48.7,20.7,-3.028,8.22,1016.0,Kings' Rest,2,2026-08-21,1443.0,3.09,100.0
timed,T:Blood DeathKnight | H:Mistweaver Monk | D:Retribution Paladin | D:Elemental Shaman | D:Arms Warrior,33,5.25,9.5,22.1,53.6,23.5,-3.028,8.22,919.0,Kings' Rest,2,2026-08-18,1461.0,3.7,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Balance Druid | D:Retribution Paladin | D:Subtlety Rogue,33,4.33,9.0,23.9,46.0,22.8,-3.028,8.22,906.0,Ruby Life Pools,2,2026-08-19,1414.0,2.42,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Retribution Paladin | D:Enhancement Shaman | D:Arms Warrior,33,2.44,9.2,20.7,49.2,20.5,-3.028,8.22,915.0,Voidscar Arena,4,2026-08-19,1468.0,4.45,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Shadow Priest | D:Elemental Shaman | D:Arms Warrior,33,2.43,9.1,20.8,45.1,18.9,-3.028,8.22,1120.0,Murder Row,4,2026-08-19,1516.0,3.52,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Feral Druid | D:BeastMastery Hunter | D:Arms Warrior,33,2.1,7.7,29.3,57.9,29.1,-3.028,8.22,706.0,Ruby Life Pools,2,2026-08-19,1428.0,4.03,100.0
timed,T:Vengeance DemonHunter | H:Holy Paladin | D:Unholy DeathKnight | D:Arcane Mage | D:Arms Warrior,33,1.85,8.8,21.8,53.5,20.0,-3.028,8.22,837.0,Altar of Fangs,2,2026-08-18,1444.0,4.39,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Survival Hunter | D:Arcane Mage | D:Arms Warrior,33,1.69,8.2,25.5,51.3,24.6,-3.028,8.22,994.0,Murder Row,2,2026-08-18,1373.0,4.3,100.0
timed,T:Protection Warrior | H:Holy Paladin | D:Arcane Mage | D:Elemental Shaman | D:Arms Warrior,33,1.61,8.2,25.2,49.9,24.1,-3.028,8.22,991.0,Kings' Rest,2,2026-08-19,1466.0,3.61,100.0
timed,T:Protection Paladin | H:Holy Priest | D:Unholy DeathKnight | D:Arcane Mage | D:Arms Warrior,33,1.35,9.0,20.5,52.8,18.8,-3.028,8.22,850.0,The Blinding Vale,2,2026-08-19,1492.0,3.24,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Devourer DemonHunter | D:Retribution Paladin | D:Elemental Shaman,33,1.27,8.7,22.1,51.2,16.6,-3.028,8.22,995.0,Murder Row,2,2026-08-18,1505.0,3.24,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Havoc DemonHunter | D:Arcane Mage | D:Demonology Warlock,33,0.74,9.0,19.8,58.7,17.8,-3.028,8.22,744.0,Voidscar Arena,2,2026-08-19,1503.0,3.91,100.0
timed,T:Blood DeathKnight | H:Mistweaver Monk | D:Arcane Mage | D:Retribution Paladin | D:Shadow Priest,33,0.43,7.9,26.1,55.1,22.0,-3.028,8.22,754.0,Ruby Life Pools,5,2026-08-19,1438.0,3.88,100.0
timed,T:Blood DeathKnight | H:Discipline Priest | D:BeastMastery Hunter | D:Arcane Mage | D:Demonology Warlock,33,0.26,8.5,22.0,56.7,21.3,-3.028,8.22,857.0,Kings' Rest,2,2026-08-19,1548.0,4.15,100.0
timed,T:Guardian Druid | H:Restoration Shaman | D:Unholy DeathKnight | D:Devourer DemonHunter | D:Arcane Mage,33,0.17,8.5,21.9,52.2,17.0,-3.028,8.22,974.0,Murder Row,2,2026-08-19,1555.0,4.58,100.0
timed,T:Protection Paladin | H:Holy Paladin | D:Devourer DemonHunter | D:Arcane Mage | D:Destruction Warlock,33,-0.63,8.2,23.2,47.0,23.1,-3.028,8.22,1018.0,Den of Nalorakk,2,2026-08-19,1444.0,3.39,100.0
timed,T:Protection Paladin | H:Restoration Shaman | D:Unholy DeathKnight | D:Arcane Mage | D:Elemental Shaman,33,-0.63,9.1,17.3,49.8,13.3,-3.028,8.22,904.0,Voidscar Arena,2,2026-08-19,1621.0,3.55,100.0
timed,T:Protection Warrior | H:Restoration Shaman | D:Unholy DeathKnight | D:Arcane Mage | D:Retribution Paladin,33,-0.76,8.8,19.4,53.9,19.4,-3.028,8.22,829.0,Voidscar Arena,4,2026-08-19,1506.0,5.0,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Frost Mage | D:Elemental Shaman | D:Arms Warrior,33,-1.41,8.0,23.2,52.0,23.4,-3.028,8.22,807.0,Ruby Life Pools,2,2026-08-18,1431.0,4.24,100.0
timed,T:Blood DeathKnight | H:Preservation Evoker | D:Arcane Mage | D:Retribution Paladin | D:Elemental Shaman,33,-1.81,8.2,21.3,46.0,19.4,-3.028,8.22,1101.0,Murder Row,2,2026-08-20,1485.0,6.91,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:BeastMastery Hunter | D:Arcane Mage | D:Enhancement Shaman,33,-1.95,7.5,25.7,47.7,24.4,-3.028,8.22,1004.0,Temple of Sethraliss,5,2026-08-20,1369.0,4.21,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Arcane Mage | D:Arcane Mage | D:Retribution Paladin,33,-2.05,7.6,25.0,49.0,23.9,-3.028,8.22,1041.0,Murder Row,2,2026-08-19,1461.0,3.39,100.0
timed,T:Guardian Druid | H:Holy Paladin | D:Unholy DeathKnight | D:Arcane Mage | D:Retribution Paladin,33,-2.15,7.4,26.2,51.2,26.1,-3.028,8.22,996.0,Murder Row,2,2026-08-19,1385.0,3.39,100.0
timed,T:Protection Paladin | H:Discipline Priest | D:Balance Druid | D:Arcane Mage | D:Retribution Paladin,33,-2.41,7.9,22.8,54.2,22.5,-3.028,8.22,770.0,Ruby Life Pools,2,2026-08-19,1467.0,3.7,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:BeastMastery Hunter | D:Arcane Mage | D:Destruction Warlock,33,-3.73,7.5,23.8,55.8,24.9,-3.028,8.22,795.0,Voidscar Arena,2,2026-08-18,1437.0,5.21,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Devourer DemonHunter | D:Balance Druid | D:BeastMastery Hunter,33,-4.67,8.0,19.6,50.1,15.1,-3.028,8.22,897.0,Voidscar Arena,4,2026-08-19,1533.0,6.15,100.0
timed,T:Blood DeathKnight | H:Mistweaver Monk | D:Devourer DemonHunter | D:Balance Druid | D:Elemental Shaman,32,9.51,10.0,23.9,59.0,24.8,-3.028,8.22,811.0,Kings' Rest,2,2026-08-19,1444.0,3.69,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Unholy DeathKnight | D:Devastation Evoker | D:Arms Warrior,32,7.56,9.9,22.0,45.1,23.2,-3.028,8.22,988.0,Voidscar Arena,4,2026-08-20,1376.0,5.41,100.0
timed,T:Protection Paladin | H:Restoration Druid | D:Unholy DeathKnight | D:Devourer DemonHunter | D:Arcane Mage,32,7.03,9.6,23.1,46.6,24.4,-3.028,8.22,1089.0,Murder Row,5,2026-08-19,1443.0,5.25,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Balance Druid | D:Arcane Mage | D:Arcane Mage,32,6.95,8.9,27.6,52.6,29.0,-3.028,8.22,796.0,Ruby Life Pools,5,2026-08-18,1350.0,3.81,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Unholy DeathKnight | D:Subtlety Rogue | D:Arms Warrior,32,6.27,9.7,21.7,48.7,22.2,-3.028,8.22,985.0,Temple of Sethraliss,5,2026-08-18,1472.0,3.75,100.0
timed,T:Vengeance DemonHunter | H:Holy Paladin | D:Unholy DeathKnight | D:Arcane Mage | D:Shadow Priest,32,5.86,9.8,21.0,48.1,22.4,-3.028,8.22,872.0,Ruby Life Pools,7,2026-08-19,1484.0,4.19,100.0
timed,T:Blood DeathKnight | H:Discipline Priest | D:Arcane Mage | D:Subtlety Rogue | D:Arms Warrior,32,4.27,8.8,24.8,62.1,20.8,-3.028,8.22,637.0,Ruby Life Pools,2,2026-08-19,1450.0,5.66,100.0
timed,T:Guardian Druid | H:Restoration Shaman | D:Retribution Paladin | D:Subtlety Rogue | D:Arms Warrior,32,3.9,9.5,20.4,44.7,22.2,-3.028,8.22,996.0,The Blinding Vale,6,2026-08-19,1451.0,3.28,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Balance Druid | D:Subtlety Rogue | D:Elemental Shaman,32,3.53,9.6,19.4,56.1,18.4,-3.028,8.22,737.0,Ruby Life Pools,2,2026-08-19,1487.0,4.0,100.0
timed,T:Vengeance DemonHunter | H:Holy Paladin | D:BeastMastery Hunter | D:Arcane Mage | D:Elemental Shaman,32,1.7,8.0,27.0,55.9,23.0,-3.028,8.22,740.0,Ruby Life Pools,2,2026-08-19,1432.0,4.78,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Marksmanship Hunter | D:Arcane Mage | D:Retribution Paladin,32,1.69,7.9,27.2,52.1,28.6,-3.028,8.22,804.0,Ruby Life Pools,2,2026-08-19,1376.0,2.81,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Arcane Mage | D:Elemental Shaman | D:Affliction Warlock,32,1.41,7.8,28.0,60.5,25.2,-3.028,8.22,712.0,The Blinding Vale,5,2026-08-20,1376.0,3.09,100.0
timed,T:Blood DeathKnight | H:Discipline Priest | D:Arcane Mage | D:Retribution Paladin | D:Demonology Warlock,32,1.27,8.8,21.4,52.1,18.0,-3.028,8.22,948.0,Kings' Rest,2,2026-08-19,1457.0,4.88,100.0
timed,T:Vengeance DemonHunter | H:Holy Paladin | D:Balance Druid | D:Arcane Mage | D:Arms Warrior,32,1.1,8.7,22.1,50.5,19.4,-3.028,8.22,979.0,Kings' Rest,3,2026-08-19,1458.0,4.56,100.0
timed,T:Blood DeathKnight | H:Holy Priest | D:Balance Druid | D:Arcane Mage | D:Retribution Paladin,32,1.09,8.6,22.7,59.2,19.6,-3.028,8.22,735.0,Voidscar Arena,2,2026-08-19,1430.0,2.59,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Arcane Mage | D:Shadow Priest | D:Enhancement Shaman,32,1.08,8.7,21.7,47.1,20.2,-3.028,8.22,1047.0,Kings' Rest,5,2026-08-19,1476.0,4.62,100.0
timed,T:Protection Paladin | H:Mistweaver Monk | D:Balance Druid | D:Arcane Mage | D:Elemental Shaman,32,0.34,8.0,25.4,56.0,22.4,-3.028,8.22,739.0,Ruby Life Pools,2,2026-08-19,1396.0,4.81,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Unholy DeathKnight | D:Arcane Mage | D:Destruction Warlock,32,-0.31,8.6,21.1,46.1,21.2,-3.028,8.22,906.0,Ruby Life Pools,5,2026-08-18,1491.0,2.5,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Arcane Mage | D:Retribution Paladin | D:Enhancement Shaman,32,-0.35,8.2,22.9,56.6,17.0,-3.028,8.22,782.0,Voidscar Arena,2,2026-08-20,1516.0,3.56,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Arcane Mage | D:Elemental Shaman | D:Demonology Warlock,32,-0.55,8.6,20.8,54.2,23.5,-3.028,8.22,908.0,Kings' Rest,2,2026-08-19,1498.0,5.66,100.0
timed,T:Vengeance DemonHunter | H:Holy Paladin | D:Arcane Mage | D:Windwalker Monk | D:Arms Warrior,32,-0.58,8.8,19.4,40.5,19.4,-3.028,8.22,1142.0,Temple of Sethraliss,5,2026-08-19,1525.0,6.62,100.0
timed,T:Blood DeathKnight | H:Holy Priest | D:Unholy DeathKnight | D:Arcane Mage | D:Arms Warrior,32,-1.17,8.0,23.7,53.9,23.2,-3.028,8.22,829.0,Voidscar Arena,5,2026-08-19,1402.0,4.12,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Havoc DemonHunter | D:BeastMastery Hunter | D:Arms Warrior,32,-2.03,7.3,26.6,55.4,25.2,-3.028,8.22,749.0,Ruby Life Pools,2,2026-08-20,1398.0,3.25,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Balance Druid | D:BeastMastery Hunter | D:Demonology Warlock,32,-4.97,6.7,27.0,52.4,27.7,-3.028,8.22,800.0,Ruby Life Pools,5,2026-08-19,1388.0,3.06,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Devourer DemonHunter | D:Devastation Evoker | D:Arms Warrior,31,7.22,9.2,26.0,46.7,26.9,-3.028,8.22,959.0,The Blinding Vale,2,2026-08-20,1405.0,3.52,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Balance Druid | D:Outlaw Rogue | D:Arms Warrior,31,6.25,9.2,24.7,50.9,24.2,-3.028,8.22,884.0,Voidscar Arena,5,2026-08-19,1413.0,3.29,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Arcane Mage | D:Arms Warrior | D:Fury Warrior,31,5.06,9.0,24.5,50.3,21.8,-3.028,8.22,984.0,Kings' Rest,2,2026-08-20,1437.0,3.35,100.0
timed,T:Blood DeathKnight | H:Preservation Evoker | D:Retribution Paladin | D:Elemental Shaman | D:Arms Warrior,31,3.66,8.8,24.2,58.0,25.9,-3.028,8.22,756.0,The Blinding Vale,2,2026-08-18,1391.0,6.06,100.0
timed,T:Protection Paladin | H:Discipline Priest | D:Unholy DeathKnight | D:Arcane Mage | D:Demonology Warlock,31,3.2,9.0,22.5,46.4,21.3,-3.028,8.22,1094.0,Murder Row,5,2026-08-19,1436.0,3.23,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Devourer DemonHunter | D:Outlaw Rogue | D:Arms Warrior,31,3.18,9.6,18.6,43.9,17.8,-3.028,8.22,1010.0,The Blinding Vale,5,2026-08-18,1500.0,5.81,100.0
timed,T:Protection Paladin | H:Restoration Shaman | D:Unholy DeathKnight | D:Windwalker Monk | D:Arms Warrior,31,3.13,9.0,22.2,49.0,20.2,-3.028,8.22,980.0,Den of Nalorakk,2,2026-08-19,1519.0,5.29,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Devourer DemonHunter | D:Arcane Mage | D:Arcane Mage,31,2.93,8.9,23.0,56.6,21.9,-3.028,8.22,859.0,Kings' Rest,2,2026-08-18,1506.0,5.03,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Arcane Mage | D:Shadow Priest | D:Assassination Rogue,31,2.92,9.4,20.0,47.1,18.0,-3.028,8.22,952.0,Altar of Fangs,5,2026-08-19,1534.0,3.61,100.0
timed,T:Protection Paladin | H:Restoration Shaman | D:Devourer DemonHunter | D:Arcane Mage | D:Shadow Priest,31,2.5,9.7,17.4,54.0,16.4,-3.028,8.22,911.0,Kings' Rest,5,2026-08-19,1516.0,4.84,100.0
timed,T:Protection Paladin | H:Mistweaver Monk | D:Unholy DeathKnight | D:Arcane Mage | D:Arms Warrior,31,2.42,8.9,22.0,59.7,20.1,-3.028,8.22,678.0,Ruby Life Pools,5,2026-08-18,1478.0,5.74,100.0
timed,T:Blood DeathKnight | H:Holy Priest | D:BeastMastery Hunter | D:Arcane Mage | D:Arms Warrior,31,2.24,8.2,26.3,48.1,23.1,-3.028,8.22,872.0,Ruby Life Pools,5,2026-08-19,1352.0,3.06,100.0
timed,T:Blood DeathKnight | H:Discipline Priest | D:Unholy DeathKnight | D:Elemental Shaman | D:Arms Warrior,31,2.13,8.4,25.2,54.2,26.2,-3.028,8.22,825.0,Voidscar Arena,5,2026-08-19,1384.0,3.35,100.0
timed,T:Guardian Druid | H:Holy Paladin | D:Unholy DeathKnight | D:Elemental Shaman | D:Arms Warrior,31,1.18,9.1,19.4,51.3,16.4,-3.028,8.22,877.0,The Blinding Vale,2,2026-08-19,1506.0,3.52,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:BeastMastery Hunter | D:Subtlety Rogue | D:Elemental Shaman,31,1.18,8.9,20.9,54.1,19.2,-3.028,8.22,826.0,The Blinding Vale,5,2026-08-19,1485.0,3.77,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Arcane Mage | D:Enhancement Shaman | D:Demonology Warlock,31,1.17,8.2,25.0,51.7,21.6,-3.028,8.22,927.0,Temple of Sethraliss,2,2026-08-19,1427.0,4.52,100.0
timed,T:Protection Warrior | H:Holy Paladin | D:Unholy DeathKnight | D:Arcane Mage | D:Elemental Shaman,31,1.02,8.9,20.3,50.8,16.8,-3.028,8.22,974.0,Kings' Rest,2,2026-08-20,1557.0,4.16,100.0
timed,T:Guardian Druid | H:Restoration Shaman | D:Arcane Mage | D:Demonology Warlock | D:Arms Warrior,31,0.98,8.2,24.8,50.4,25.4,-3.028,8.22,833.0,Ruby Life Pools,4,2026-08-20,1403.0,4.45,100.0
timed,T:Protection Paladin | H:Discipline Priest | D:Retribution Paladin | D:Elemental Shaman | D:Arms Warrior,31,0.57,8.5,22.6,47.2,21.7,-3.028,8.22,950.0,Voidscar Arena,4,2026-08-18,1458.0,3.19,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Arcane Mage | D:Retribution Paladin | D:Assassination Rogue,31,0.48,9.1,18.6,45.9,14.4,-3.028,8.22,908.0,Ruby Life Pools,4,2026-08-19,1576.0,4.16,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Balance Druid | D:Retribution Paladin | D:Shadow Priest,31,0.37,8.1,24.9,54.6,25.7,-3.028,8.22,762.0,Ruby Life Pools,2,2026-08-18,1406.0,3.65,100.0
timed,T:Blood DeathKnight | H:Mistweaver Monk | D:BeastMastery Hunter | D:Arcane Mage | D:Elemental Shaman,31,-0.17,8.0,24.8,50.2,24.7,-3.028,8.22,897.0,The Blinding Vale,5,2026-08-20,1425.0,5.97,100.0
timed,T:Guardian Druid | H:Restoration Shaman | D:Arcane Mage | D:Retribution Paladin | D:Demonology Warlock,31,-1.8,8.2,21.6,45.4,21.9,-3.028,8.22,1080.0,Kings' Rest,4,2026-08-20,1529.0,4.61,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Unholy DeathKnight | D:Balance Druid | D:Retribution Paladin,31,-2.01,8.7,18.2,37.1,19.5,-3.028,8.22,1282.0,Murder Row,2,2026-08-19,1449.0,4.81,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Balance Druid | D:Arcane Mage | D:Enhancement Shaman,31,-2.22,7.5,25.0,62.2,22.5,-3.028,8.22,635.0,Ruby Life Pools,2,2026-08-19,1478.0,5.13,100.0
timed,T:Protection Paladin | H:Restoration Shaman | D:BeastMastery Hunter | D:Arcane Mage | D:Demonology Warlock,31,-2.32,7.9,22.7,48.4,21.8,-3.028,8.22,991.0,Temple of Sethraliss,2,2026-08-19,1483.0,3.48,100.0
timed,T:Blood DeathKnight | H:Discipline Priest | D:BeastMastery Hunter | D:Arcane Mage | D:Retribution Paladin,31,-3.34,7.9,21.7,46.1,20.3,-3.028,8.22,970.0,The Blinding Vale,2,2026-08-20,1490.0,4.16,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Unholy DeathKnight | D:Retribution Paladin | D:Arms Warrior,31,-5.03,6.0,31.3,49.9,36.4,-3.028,8.22,962.0,Temple of Sethraliss,2,2026-08-19,1260.0,2.94,100.0
timed,T:Blood DeathKnight | H:Mistweaver Monk | D:Devastation Evoker | D:Windwalker Monk | D:Enhancement Shaman,30,9.79,8.4,33.6,57.8,30.5,-3.028,8.22,760.0,The Blinding Vale,5,2026-08-19,1284.0,2.7,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Balance Druid | D:Devastation Evoker | D:Arms Warrior,30,8.56,10.1,22.3,42.0,20.1,-3.028,8.22,1113.0,Temple of Sethraliss,10,2026-08-19,1458.0,4.57,100.0
timed,T:Blood DeathKnight | H:Discipline Priest | D:Devourer DemonHunter | D:Arcane Mage | D:Demonology Warlock,30,5.02,9.4,22.2,51.2,21.2,-3.028,8.22,937.0,Temple of Sethraliss,2,2026-08-19,1490.0,5.33,100.0
timed,T:Guardian Druid | H:Restoration Shaman | D:Arcane Mage | D:Subtlety Rogue | D:Arms Warrior,30,4.5,8.5,27.3,52.2,27.8,-3.028,8.22,947.0,Kings' Rest,2,2026-08-20,1386.0,3.33,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Feral Druid | D:Arcane Mage | D:Arms Warrior,30,4.01,9.4,20.8,52.9,19.0,-3.028,8.22,932.0,Kings' Rest,2,2026-08-18,1483.0,4.8,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Unholy DeathKnight | D:Marksmanship Hunter | D:Arms Warrior,30,3.54,9.4,20.7,51.4,18.6,-3.028,8.22,817.0,Ruby Life Pools,2,2026-08-20,1488.0,6.7,100.0
timed,T:Blood DeathKnight | H:Discipline Priest | D:Balance Druid | D:Arcane Mage | D:Subtlety Rogue,30,3.36,9.3,20.7,51.8,21.4,-3.028,8.22,867.0,The Blinding Vale,5,2026-08-19,1482.0,4.43,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Windwalker Monk | D:Shadow Priest | D:Arms Warrior,30,3.22,9.1,22.1,49.3,21.6,-3.028,8.22,1035.0,Murder Row,2,2026-08-19,1472.0,4.23,100.0
timed,T:Protection Paladin | H:Holy Paladin | D:Balance Druid | D:Arcane Mage | D:Subtlety Rogue,30,2.54,8.5,24.6,50.0,23.0,-3.028,8.22,840.0,Ruby Life Pools,2,2026-08-19,1494.0,2.53,100.0
timed,T:Protection Paladin | H:Restoration Shaman | D:Devourer DemonHunter | D:BeastMastery Hunter | D:Arcane Mage,30,2.1,8.1,26.5,52.1,26.4,-3.028,8.22,806.0,Ruby Life Pools,2,2026-08-19,1460.0,3.73,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Unholy DeathKnight | D:Arcane Mage | D:Windwalker Monk,30,1.32,7.8,27.8,54.6,23.9,-3.028,8.22,818.0,Voidscar Arena,2,2026-08-20,1394.0,2.97,100.0
timed,T:Protection Paladin | H:Holy Paladin | D:Unholy DeathKnight | D:Balance Druid | D:Elemental Shaman,30,1.13,9.5,17.1,45.3,15.6,-3.028,8.22,985.0,Voidscar Arena,6,2026-08-19,1522.0,4.17,100.0
timed,T:Protection Paladin | H:Holy Paladin | D:Unholy DeathKnight | D:BeastMastery Hunter | D:Elemental Shaman,30,0.65,8.6,22.0,52.9,20.2,-3.028,8.22,904.0,Temple of Sethraliss,5,2026-08-19,1588.0,3.27,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Devourer DemonHunter | D:Retribution Paladin | D:Arms Warrior,30,0.55,8.4,22.8,53.8,23.0,-3.028,8.22,831.0,Voidscar Arena,5,2026-08-18,1431.0,5.13,100.0
