character,server,region,class,spec,hero_talent,role,dungeon,key_level,duration_s,damage_done,dps,deaths,item_level,score,medal,affixes,report_code,fight_id,started_at
Shockvoker,Kazzak,EU,Evoker,Augmentation,Scalecommander,DPS,Windrunner Spire,12,1092.6,118632040,108575.2,0,271,380.0,gold,9|10|147,TbfzydxMAq8Pmt63,22,2026-06-27 21:07:01.938
Kalbear,Draenor,EU,Druid,Guardian,Elune's Chosen,Tank,Pit of Saron,15,1103.2,126211885,114405.9,0,289,424.07702083333,silver,9|10|147,RWPMDv3H4BFczZpr,7,2026-05-23 19:05:38.294
Onionbhaji,TarrenMill,EU,Monk,Mistweaver,Conduit of the Celestials,Healer,Pit of Saron,15,1103.2,37051932,33586.1,1,276,424.07702083333,silver,9|10|147,RWPMDv3H4BFczZpr,7,2026-05-23 19:05:38.294
Froglady,Draenor,EU,Hunter,Survival,Pack Leader,DPS,Pit of Saron,15,1103.2,201790246,182914.6,0,285,424.07702083333,silver,9|10|147,RWPMDv3H4BFczZpr,7,2026-05-23 19:05:38.294
Therope,Silvermoon,EU,Rogue,Subtlety,Trickster,DPS,Pit of Saron,15,1103.2,207293056,187902.6,1,287,424.07702083333,silver,9|10|147,RWPMDv3H4BFczZpr,7,2026-05-23 19:05:38.294
Claystorm,Draenor,EU,Warrior,Arms,Slayer,DPS,Pit of Saron,15,1103.2,159756060,144812.3,0,286,424.07702083333,silver,9|10|147,RWPMDv3H4BFczZpr,7,2026-05-23 19:05:38.294
Tubium,DunModr,EU,Druid,Guardian,Elune's Chosen,Tank,Nexus-Point Xenas,21,1600.5,183894983,114897.9,0,290,503.7175625,bronze,9|10|147,6fAdykgt8Cw2T7Pc,8,2026-06-12 21:52:46.682
Erlokow,Zul'jin,EU,Monk,Mistweaver,Conduit of the Celestials,Healer,Nexus-Point Xenas,21,1600.5,89209475,55738.2,0,290,503.7175625,bronze,9|10|147,6fAdykgt8Cw2T7Pc,8,2026-06-12 21:52:46.682
Unbreson,Zul'jin,EU,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Nexus-Point Xenas,21,1600.5,300826754,187957.0,1,290,503.7175625,bronze,9|10|147,6fAdykgt8Cw2T7Pc,8,2026-06-12 21:52:46.682
Elhdpdek,Zul'jin,EU,Evoker,Augmentation,Scalecommander,DPS,Nexus-Point Xenas,21,1600.5,290925086,181770.5,0,290,503.7175625,bronze,9|10|147,6fAdykgt8Cw2T7Pc,8,2026-06-12 21:52:46.682
Akilydv,Zul'jin,EU,DemonHunter,Devourer,Annihilator,DPS,Nexus-Point Xenas,21,1600.5,335935116,209892.8,1,289,503.7175625,bronze,9|10|147,6fAdykgt8Cw2T7Pc,8,2026-06-12 21:52:46.682
Cuddlesbear,Frostmourne,US,Druid,Guardian,Elune's Chosen,Tank,Skyreach,22,1559.8,167643469,107478.2,0,292,516.53368303571,bronze,9|10|147,T6pFKNLBabJj2W8k,1,2026-06-29 20:07:05.994
Stomply,Illidan,US,Monk,Mistweaver,Conduit of the Celestials,Healer,Skyreach,22,1559.8,77497253,49684.4,0,292,516.53368303571,bronze,9|10|147,T6pFKNLBabJj2W8k,1,2026-06-29 20:07:05.994
Jubeidk,Tichondrius,US,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Skyreach,22,1559.8,278477678,178535.3,1,292,516.53368303571,bronze,9|10|147,T6pFKNLBabJj2W8k,1,2026-06-29 20:07:05.994
Immoaura,Illidan,US,DemonHunter,Devourer,Annihilator,DPS,Skyreach,22,1559.8,289841615,185820.8,1,291,516.53368303571,bronze,9|10|147,T6pFKNLBabJj2W8k,1,2026-06-29 20:07:05.994
Bhrisky,Illidan,US,Evoker,Augmentation,Scalecommander,DPS,Skyreach,22,1559.8,279777871,179368.8,2,291,516.53368303571,bronze,9|10|147,T6pFKNLBabJj2W8k,1,2026-06-29 20:07:05.994
Kyube,Sanguino,EU,Druid,Guardian,Elune's Chosen,Tank,Pit of Saron,21,1554.5,186061336,119694.5,0,288,504.98064583333,bronze,9|10|147,XraZYCTg6hmLp8BW,15,2026-06-04 18:56:34.499
Coshomonk,Sanguino,EU,Monk,Mistweaver,Conduit of the Celestials,Healer,Pit of Saron,21,1554.5,77757257,50021.7,0,289,504.98064583333,bronze,9|10|147,XraZYCTg6hmLp8BW,15,2026-06-04 18:56:34.499
Togeyahu,Zul'jin,EU,Evoker,Augmentation,Scalecommander,DPS,Pit of Saron,21,1554.5,335916069,216097.0,1,290,504.98064583333,bronze,9|10|147,XraZYCTg6hmLp8BW,15,2026-06-04 18:56:34.499
Jawelin,Uldum,EU,DemonHunter,Devourer,Annihilator,DPS,Pit of Saron,21,1554.5,349008688,224519.6,0,290,504.98064583333,bronze,9|10|147,XraZYCTg6hmLp8BW,15,2026-06-04 18:56:34.499
Zördk,Sanguino,EU,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Pit of Saron,21,1554.5,346168067,222692.2,0,290,504.98064583333,bronze,9|10|147,XraZYCTg6hmLp8BW,15,2026-06-04 18:56:34.499
Livinir,Khaz'goroth,US,Druid,Guardian,Elune's Chosen,Tank,Maisara Caverns,20,1657.3,186248792,112379.1,1,290,490.7015530303,bronze,9|10|147,f8RcXPFjWmv1tA7p,18,2026-06-25 11:12:04.415
Uncutdad,Frostmourne,US,Shaman,Restoration,Totemic,Healer,Maisara Caverns,20,1657.3,38944222,23498.2,0,292,490.7015530303,bronze,9|10|147,f8RcXPFjWmv1tA7p,18,2026-06-25 11:12:04.415
Emo,Caelestrasz,US,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Maisara Caverns,20,1657.3,360395828,217456.2,0,290,490.7015530303,bronze,9|10|147,f8RcXPFjWmv1tA7p,18,2026-06-25 11:12:04.415
Realcarnage,Frostmourne,US,Paladin,Retribution,Templar,DPS,Maisara Caverns,20,1657.3,320858310,193600.0,1,292,490.7015530303,bronze,9|10|147,f8RcXPFjWmv1tA7p,18,2026-06-25 11:12:04.415
Aeosha,Frostmourne,US,DemonHunter,Devourer,Annihilator,DPS,Maisara Caverns,20,1657.3,331795898,200199.5,0,291,490.7015530303,bronze,9|10|147,f8RcXPFjWmv1tA7p,18,2026-06-25 11:12:04.415
Zemfister,Illidan,US,Monk,Brewmaster,Master of Harmony,Tank,Pit of Saron,17,1311.0,161937593,123520.8,0,289,449.72858333333,silver,9|10|147,LWBmN8DabwjGngMY,13,2026-06-10 05:10:36.028
Gonefotm,Kel'Thuzad,US,Monk,Mistweaver,Conduit of the Celestials,Healer,Pit of Saron,17,1311.0,39061886,29795.1,0,286,449.72858333333,silver,9|10|147,LWBmN8DabwjGngMY,13,2026-06-10 05:10:36.028
Moarwolves,Illidan,US,Shaman,Enhancement,Stormbringer,DPS,Pit of Saron,17,1311.0,235631959,179732.5,1,290,449.72858333333,silver,9|10|147,LWBmN8DabwjGngMY,13,2026-06-10 05:10:36.028
Ryansaur,Illidan,US,Druid,Feral,Druid of the Claw,DPS,Pit of Saron,17,1311.0,260108188,198402.1,1,289,449.72858333333,silver,9|10|147,LWBmN8DabwjGngMY,13,2026-06-10 05:10:36.028
Brutalisks,Thrall,US,Warrior,Arms,Colossus,DPS,Pit of Saron,17,1311.0,204321785,155850.1,0,288,449.72858333333,silver,9|10|147,LWBmN8DabwjGngMY,13,2026-06-10 05:10:36.028
Fastspice,TarrenMill,EU,Druid,Guardian,Elune's Chosen,Tank,Windrunner Spire,21,1791.5,192986934,107722.4,0,290,503.16615530303,bronze,9|10|147,vMFBhzK4a3Y7QtxV,1,2026-06-01 14:32:42.510
Sleepychi,Draenor,EU,Monk,Mistweaver,Conduit of the Celestials,Healer,Windrunner Spire,21,1791.5,77652884,43344.7,1,289,503.16615530303,bronze,9|10|147,vMFBhzK4a3Y7QtxV,1,2026-06-01 14:32:42.510
Hannilock,Draenor,EU,Warlock,Demonology,Diabolist,DPS,Windrunner Spire,21,1791.5,357364050,199475.2,1,290,503.16615530303,bronze,9|10|147,vMFBhzK4a3Y7QtxV,1,2026-06-01 14:32:42.510
Ripx,Draenor,EU,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Windrunner Spire,21,1791.5,359164942,200480.5,0,290,503.16615530303,bronze,9|10|147,vMFBhzK4a3Y7QtxV,1,2026-06-01 14:32:42.510
Kokovoker,TwistingNether,EU,Evoker,Augmentation,Scalecommander,DPS,Windrunner Spire,21,1791.5,344508565,192299.5,0,289,503.16615530303,bronze,9|10|147,vMFBhzK4a3Y7QtxV,1,2026-06-01 14:32:42.510
Lunarï,Illidan,US,Druid,Guardian,Elune's Chosen,Tank,Seat of the Triumvirate,20,1692.6,213727310,126274.4,1,292,490.70979779412,bronze,9|10|147,BprcTKdgwNRYA92Z,5,2026-06-21 07:53:13.221
Schugreen,Stormrage,US,Monk,Mistweaver,Conduit of the Celestials,Healer,Seat of the Triumvirate,20,1692.6,79451969,46941.8,0,290,490.70979779412,bronze,9|10|147,BprcTKdgwNRYA92Z,5,2026-06-21 07:53:13.221
Stolengfs,Frostmourne,US,Warrior,Arms,Colossus,DPS,Seat of the Triumvirate,20,1692.6,285801925,168857.6,2,291,490.70979779412,bronze,9|10|147,BprcTKdgwNRYA92Z,5,2026-06-21 07:53:13.221
Periétt,Stormrage,US,DemonHunter,Devourer,Annihilator,DPS,Seat of the Triumvirate,20,1692.6,336943030,199072.8,0,290,490.70979779412,bronze,9|10|147,BprcTKdgwNRYA92Z,5,2026-06-21 07:53:13.221
Frostsuna,Stormrage,US,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Seat of the Triumvirate,20,1692.6,335876352,198442.6,0,291,490.70979779412,bronze,9|10|147,BprcTKdgwNRYA92Z,5,2026-06-21 07:53:13.221
Druidharri,Thrall,EU,Druid,Guardian,Elune's Chosen,Tank,Seat of the Triumvirate,18,1542.7,140330194,90964.3,0,289,464.02452205882,silver,9|10|147,6gR9YJtqkphNdLvw,1,2026-05-22 18:10:51.593
Tisaki,Blackhand,EU,Monk,Mistweaver,Conduit of the Celestials,Healer,Seat of the Triumvirate,18,1542.7,59707409,38703.3,0,289,464.02452205882,silver,9|10|147,6gR9YJtqkphNdLvw,1,2026-05-22 18:10:51.593
Phyrexican,Blackmoore,EU,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Seat of the Triumvirate,18,1542.7,252015119,163360.2,1,288,464.02452205882,silver,9|10|147,6gR9YJtqkphNdLvw,1,2026-05-22 18:10:51.593
Nastyele,Blackhand,EU,Shaman,Elemental,Stormbringer,DPS,Seat of the Triumvirate,18,1542.7,271693612,176116.1,0,290,464.02452205882,silver,9|10|147,6gR9YJtqkphNdLvw,1,2026-05-22 18:10:51.593
Kalizzle,Blackhand,EU,Warlock,Demonology,Diabolist,DPS,Seat of the Triumvirate,18,1542.7,264946340,171742.4,0,290,464.02452205882,silver,9|10|147,6gR9YJtqkphNdLvw,1,2026-05-22 18:10:51.593
Maitaimonk,Kazzak,EU,Monk,Brewmaster,Shado-Pan,Tank,Magisters' Terrace,20,1602.1,167982453,104854.0,0,282,492.6525,silver,9|10|147,9CpZrcbaFfytAR3g,3,2026-04-25 18:33:11.623
Зуджадах,Ревущийфьорд,EU,Druid,Restoration,Wildstalker,Healer,Magisters' Terrace,20,1602.1,34883522,21774.2,1,282,492.6525,silver,9|10|147,9CpZrcbaFfytAR3g,3,2026-04-25 18:33:11.623
Элслэйерх,Ревущийфьорд,EU,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Magisters' Terrace,20,1602.1,418380995,261151.9,0,284,492.6525,silver,9|10|147,9CpZrcbaFfytAR3g,3,2026-04-25 18:33:11.623
Трикснамету,Ревущийфьорд,EU,DemonHunter,Devourer,Annihilator,DPS,Magisters' Terrace,20,1602.1,367944124,229669.4,0,282,492.6525,silver,9|10|147,9CpZrcbaFfytAR3g,3,2026-04-25 18:33:11.623
Nqhover,Kazzak,EU,Evoker,Augmentation,Scalecommander,DPS,Magisters' Terrace,20,1602.1,362408895,226214.3,1,280,492.6525,silver,9|10|147,9CpZrcbaFfytAR3g,3,2026-04-25 18:33:11.623
Tigermonk,Barthilas,US,Monk,Brewmaster,Master of Harmony,Tank,Algeth'ar Academy,18,1534.7,131659286,85788.8,0,288,461.13,bronze,9|10|147,TcgdqrbHQWY7w2N1,8,2026-05-20 11:16:21.269
Starcyicy,Frostmourne,US,Druid,Restoration,Keeper of the Grove,Healer,Algeth'ar Academy,18,1534.7,75281146,49053.0,1,289,461.13,bronze,9|10|147,TcgdqrbHQWY7w2N1,8,2026-05-20 11:16:21.269
Evevoker,Frostmourne,US,Evoker,Augmentation,Scalecommander,DPS,Algeth'ar Academy,18,1534.7,233064626,151864.2,1,288,461.13,bronze,9|10|147,TcgdqrbHQWY7w2N1,8,2026-05-20 11:16:21.269
Smoovey,Frostmourne,US,DemonHunter,Devourer,Annihilator,DPS,Algeth'ar Academy,18,1534.7,267339424,174197.6,0,286,461.13,bronze,9|10|147,TcgdqrbHQWY7w2N1,8,2026-05-20 11:16:21.269
Mistywolf,Frostmourne,US,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Algeth'ar Academy,18,1534.7,252507420,164533.1,0,287,461.13,bronze,9|10|147,TcgdqrbHQWY7w2N1,8,2026-05-20 11:16:21.269
Гизавв,Гордунни,EU,Monk,Brewmaster,Master of Harmony,Tank,Maisara Caverns,14,1289.4,97142341,75341.9,0,278,407.96553030303,silver,9|10|147,CPwXdRLmTbnFfatM,1,2026-05-08 09:00:31.502
Неальтушка,Гордунни,EU,Shaman,Restoration,Totemic,Healer,Maisara Caverns,14,1289.4,26537248,20581.8,0,282,407.96553030303,silver,9|10|147,CPwXdRLmTbnFfatM,1,2026-05-08 09:00:31.502
Førest,Ravencrest,EU,Druid,Feral,Druid of the Claw,DPS,Maisara Caverns,14,1289.4,186610222,144731.6,1,282,407.96553030303,silver,9|10|147,CPwXdRLmTbnFfatM,1,2026-05-08 09:00:31.502
Skyeager,Stormscale,EU,Warrior,Arms,Colossus,DPS,Maisara Caverns,14,1289.4,155621145,120697.0,0,283,407.96553030303,silver,9|10|147,CPwXdRLmTbnFfatM,1,2026-05-08 09:00:31.502
Каннэль,Гордунни,EU,Rogue,Assassination,Fatebound,DPS,Maisara Caverns,14,1289.4,202648604,157170.6,0,282,407.96553030303,silver,9|10|147,CPwXdRLmTbnFfatM,1,2026-05-08 09:00:31.502
Imnohappy,Draenor,EU,Druid,Guardian,Elune's Chosen,Tank,Maisara Caverns,12,1153.0,98943829,85811.0,0,290,380.0,gold,9|10|147,QPTXwGNY9Kpb2Jq6,4,2026-06-28 14:03:14.009
Shaamanoo,Kazzak,EU,Shaman,Restoration,Totemic,Healer,Maisara Caverns,12,1153.0,20968322,18185.2,0,289,380.0,gold,9|10|147,QPTXwGNY9Kpb2Jq6,4,2026-06-28 14:03:14.009
Clonner,Kazzak,EU,Paladin,Retribution,Templar,DPS,Maisara Caverns,12,1153.0,217506792,188637.0,0,289,380.0,gold,9|10|147,QPTXwGNY9Kpb2Jq6,4,2026-06-28 14:03:14.009
Bimbatz,Malygos,EU,DemonHunter,Havoc,Fel-Scarred,DPS,Maisara Caverns,12,1153.0,104864526,90945.8,1,277,380.0,gold,9|10|147,QPTXwGNY9Kpb2Jq6,4,2026-06-28 14:03:14.009
Shuzhi,Kazzak,EU,Evoker,Devastation,Flameshaper,DPS,Maisara Caverns,12,1153.0,157265988,136392.0,1,287,380.0,gold,9|10|147,QPTXwGNY9Kpb2Jq6,4,2026-06-28 14:03:14.009
Cylakia,Blackrock,EU,Druid,Guardian,Elune's Chosen,Tank,Windrunner Spire,14,1235.9,106578532,86237.6,0,289,408.69456439394,silver,9|10|147,fvRa6wTGMyWP2Knm,1,2026-06-13 19:53:38.972
Qippo,Blackrock,EU,Monk,Mistweaver,Conduit of the Celestials,Healer,Windrunner Spire,14,1235.9,52838010,42753.7,0,290,408.69456439394,silver,9|10|147,fvRa6wTGMyWP2Knm,1,2026-06-13 19:53:38.972
Bookalola,Blackrock,EU,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Windrunner Spire,14,1235.9,195693022,158344.2,1,289,408.69456439394,silver,9|10|147,fvRa6wTGMyWP2Knm,1,2026-06-13 19:53:38.972
Lightwoman,Blackhand,EU,Paladin,Retribution,Templar,DPS,Windrunner Spire,14,1235.9,147352550,119229.7,1,287,408.69456439394,silver,9|10|147,fvRa6wTGMyWP2Knm,1,2026-06-13 19:53:38.972
Таюши,СвежевательДуш,EU,Hunter,BeastMastery,Pack Leader,DPS,Windrunner Spire,14,1235.9,199495745,161421.2,0,288,408.69456439394,silver,9|10|147,fvRa6wTGMyWP2Knm,1,2026-06-13 19:53:38.972
Langbonk,TarrenMill,EU,Druid,Guardian,Elune's Chosen,Tank,Maisara Caverns,20,1617.2,226699758,140180.5,1,289,491.16871212121,bronze,9|10|147,hbV3kCzvBZQftDGw,6,2026-06-07 14:40:44.814
Fazzmonk,TarrenMill,EU,Monk,Mistweaver,Conduit of the Celestials,Healer,Maisara Caverns,20,1617.2,94639049,58520.3,0,290,491.16871212121,bronze,9|10|147,hbV3kCzvBZQftDGw,6,2026-06-07 14:40:44.814
Beèf,TarrenMill,EU,Paladin,Retribution,Templar,DPS,Maisara Caverns,20,1617.2,344574787,213068.9,1,290,491.16871212121,bronze,9|10|147,hbV3kCzvBZQftDGw,6,2026-06-07 14:40:44.814
Slamminurmom,TarrenMill,EU,Warrior,Arms,Colossus,DPS,Maisara Caverns,20,1617.2,388250995,240076.2,1,290,491.16871212121,bronze,9|10|147,hbV3kCzvBZQftDGw,6,2026-06-07 14:40:44.814
Bouncingonit,TarrenMill,EU,Evoker,Augmentation,Scalecommander,DPS,Maisara Caverns,20,1617.2,328380241,203054.9,0,290,491.16871212121,bronze,9|10|147,hbV3kCzvBZQftDGw,6,2026-06-07 14:40:44.814
Oconnbear,Frostmourne,US,Druid,Guardian,Elune's Chosen,Tank,Skyreach,19,1377.0,128725618,93481.6,0,287,476.60926339286,bronze,9|10|147,J6THgkRAaMKCnfPL,6,2026-05-21 05:16:00.369
Rhínö,Frostmourne,US,Shaman,Restoration,Totemic,Healer,Skyreach,19,1377.0,32193993,23379.6,1,288,476.60926339286,bronze,9|10|147,J6THgkRAaMKCnfPL,6,2026-05-21 05:16:00.369
Meq,Frostmourne,US,Paladin,Retribution,Templar,DPS,Skyreach,19,1377.0,243354447,176726.1,0,290,476.60926339286,bronze,9|10|147,J6THgkRAaMKCnfPL,6,2026-05-21 05:16:00.369
Jaccflap,Frostmourne,US,Evoker,Augmentation,Scalecommander,DPS,Skyreach,19,1377.0,214998699,156133.9,0,289,476.60926339286,bronze,9|10|147,J6THgkRAaMKCnfPL,6,2026-05-21 05:16:00.369
Staypoordk,Frostmourne,US,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Skyreach,19,1377.0,227691891,165351.8,0,288,476.60926339286,bronze,9|10|147,J6THgkRAaMKCnfPL,6,2026-05-21 05:16:00.369
Gashladin,Blackhand,EU,Paladin,Protection,Lightsmith,Tank,Nexus-Point Xenas,13,1047.0,110236870,105291.5,0,289,395.0,gold,9|10|147,Z2Mgfc9wBKFhVmNz,46,2026-06-04 20:40:07.353
Afronk,BurningLegion,EU,Monk,Mistweaver,Conduit of the Celestials,Healer,Nexus-Point Xenas,13,1047.0,54107746,51680.4,0,287,395.0,gold,9|10|147,Z2Mgfc9wBKFhVmNz,46,2026-06-04 20:40:07.353
Methusel,ArgentDawn,EU,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Nexus-Point Xenas,13,1047.0,156493617,149473.2,0,288,395.0,gold,9|10|147,Z2Mgfc9wBKFhVmNz,46,2026-06-04 20:40:07.353
Sairea,BurningLegion,EU,Druid,Balance,Keeper of the Grove,DPS,Nexus-Point Xenas,13,1047.0,107823490,102986.4,1,287,395.0,gold,9|10|147,Z2Mgfc9wBKFhVmNz,46,2026-06-04 20:40:07.353
Sorc,BurningLegion,EU,Mage,Frost,Frostfire,DPS,Nexus-Point Xenas,13,1047.0,133864892,127859.6,0,288,395.0,gold,9|10|147,Z2Mgfc9wBKFhVmNz,46,2026-06-04 20:40:07.353
Sumishbear,Blackrock,EU,Druid,Guardian,Elune's Chosen,Tank,Algeth'ar Academy,21,1707.0,218066442,127751.8,0,289,503.26074596774,bronze,9|10|147,K9jHGWpBzqtPX7Ta,5,2026-06-16 17:39:56.417
Snurretoppen,Ragnaros,EU,Monk,Mistweaver,Conduit of the Celestials,Healer,Algeth'ar Academy,21,1707.0,90171943,52826.2,0,288,503.26074596774,bronze,9|10|147,K9jHGWpBzqtPX7Ta,5,2026-06-16 17:39:56.417
Clueless,Blackrock,EU,DemonHunter,Devourer,Annihilator,DPS,Algeth'ar Academy,21,1707.0,349205246,204578.0,0,290,503.26074596774,bronze,9|10|147,K9jHGWpBzqtPX7Ta,5,2026-06-16 17:39:56.417
Hanserhardt,Blackrock,EU,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Algeth'ar Academy,21,1707.0,368820994,216069.7,0,290,503.26074596774,bronze,9|10|147,K9jHGWpBzqtPX7Ta,5,2026-06-16 17:39:56.417
Djivoker,TarrenMill,EU,Evoker,Augmentation,Scalecommander,DPS,Algeth'ar Academy,21,1707.0,317031381,185729.3,0,289,503.26074596774,bronze,9|10|147,K9jHGWpBzqtPX7Ta,5,2026-06-16 17:39:56.417
Astrozerg,Area52,US,Monk,Brewmaster,Master of Harmony,Tank,Skyreach,17,1259.7,118917376,94401.0,0,282,449.229375,silver,9|10|147,wL4cKjgApzxZrX68,9,2026-05-02 03:51:38.694
Mentalmace,Area52,US,Shaman,Restoration,Totemic,Healer,Skyreach,17,1259.7,25642279,20355.8,1,281,449.229375,silver,9|10|147,wL4cKjgApzxZrX68,9,2026-05-02 03:51:38.694
Krazesosa,Area52,US,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Skyreach,17,1259.7,185723077,147433.9,0,284,449.229375,silver,9|10|147,wL4cKjgApzxZrX68,9,2026-05-02 03:51:38.694
Aznereth,Area52,US,Evoker,Augmentation,Scalecommander,DPS,Skyreach,17,1259.7,177387656,140816.9,0,281,449.229375,silver,9|10|147,wL4cKjgApzxZrX68,9,2026-05-02 03:51:38.694
Bigrobby,Mal'Ganis,US,DemonHunter,Devourer,Annihilator,DPS,Skyreach,17,1259.7,177111922,140598.0,0,282,449.229375,silver,9|10|147,wL4cKjgApzxZrX68,9,2026-05-02 03:51:38.694
Cadet,Aman'Thul,US,DemonHunter,Vengeance,Annihilator,Tank,Seat of the Triumvirate,12,1163.6,81642005,70162.6,0,290,380.0,gold,9|10|147,4pyMb17kxNndXaBF,8,2026-07-02 04:50:20.653
Baecmonk,Frostmourne,US,Monk,Mistweaver,Conduit of the Celestials,Healer,Seat of the Triumvirate,12,1163.6,51868209,44575.2,0,287,380.0,gold,9|10|147,4pyMb17kxNndXaBF,8,2026-07-02 04:50:20.653
Lockley,Thaurissan,US,Warlock,Demonology,Diabolist,DPS,Seat of the Triumvirate,12,1163.6,142101939,122121.5,0,290,380.0,gold,9|10|147,4pyMb17kxNndXaBF,8,2026-07-02 04:50:20.653
Gnarx,Frostmourne,US,Rogue,Assassination,Fatebound,DPS,Seat of the Triumvirate,12,1163.6,120763972,103783.8,0,276,380.0,gold,9|10|147,4pyMb17kxNndXaBF,8,2026-07-02 04:50:20.653
Rakuni,Frostmourne,US,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Seat of the Triumvirate,12,1163.6,160575087,137997.2,0,291,380.0,gold,9|10|147,4pyMb17kxNndXaBF,8,2026-07-02 04:50:20.653
Izub,Ragnaros,EU,Monk,Brewmaster,Shado-Pan,Tank,Maisara Caverns,18,1508.2,136200473,90305.6,0,281,463.52865530303,silver,9|10|147,d7YHTxpFmc9PB13n,1,2026-05-02 18:10:41.574
Rosinante,Aegwynn,EU,Druid,Restoration,Wildstalker,Healer,Maisara Caverns,18,1508.2,18085929,11991.6,1,282,463.52865530303,silver,9|10|147,d7YHTxpFmc9PB13n,1,2026-05-02 18:10:41.574
Landoe,Arathor,EU,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Maisara Caverns,18,1508.2,330074364,218850.6,0,283,463.52865530303,silver,9|10|147,d7YHTxpFmc9PB13n,1,2026-05-02 18:10:41.574
Notetipdemon,Ragnaros,EU,DemonHunter,Devourer,Annihilator,DPS,Maisara Caverns,18,1508.2,256973493,170382.2,1,284,463.52865530303,silver,9|10|147,d7YHTxpFmc9PB13n,1,2026-05-02 18:10:41.574
Jstevo,Ragnaros,EU,Evoker,Augmentation,Scalecommander,DPS,Maisara Caverns,18,1508.2,301425538,199855.4,0,281,463.52865530303,silver,9|10|147,d7YHTxpFmc9PB13n,1,2026-05-02 18:10:41.574
Nyzutank,Hyjal,EU,Druid,Guardian,Elune's Chosen,Tank,Magisters' Terrace,13,1214.7,101171834,83288.7,0,264,395.0,gold,9|10|147,r4vK2QP8ncmCBVxg,40,2026-05-13 16:57:07.639
Mïniø,Hyjal,EU,Monk,Mistweaver,Conduit of the Celestials,Healer,Magisters' Terrace,13,1214.7,53881554,44357.4,0,281,395.0,gold,9|10|147,r4vK2QP8ncmCBVxg,40,2026-05-13 16:57:07.639
Kúró,Arathor,EU,Warrior,Fury,Mountain Thane,DPS,Magisters' Terrace,13,1214.7,193786071,159532.4,1,283,395.0,gold,9|10|147,r4vK2QP8ncmCBVxg,40,2026-05-13 16:57:07.639
Milkytren,Hyjal,EU,DemonHunter,Devourer,Annihilator,DPS,Magisters' Terrace,13,1214.7,156366748,128727.3,0,272,395.0,gold,9|10|147,r4vK2QP8ncmCBVxg,40,2026-05-13 16:57:07.639
Shinzaí,TarrenMill,EU,Hunter,Survival,Pack Leader,DPS,Magisters' Terrace,13,1214.7,180874653,148903.2,0,283,395.0,gold,9|10|147,r4vK2QP8ncmCBVxg,40,2026-05-13 16:57:07.639
Zymonk,Blackhand,EU,Monk,Brewmaster,Shado-Pan,Tank,Skyreach,13,883.6,64186267,72642.8,0,286,395.0,gold,9|10|147,X87cQt9JkjbP6GCn,7,2026-06-06 16:37:25.761
Jilandessa,Antonidas,EU,Priest,Discipline,Oracle,Healer,Skyreach,13,883.6,18355437,20773.8,0,288,395.0,gold,9|10|147,X87cQt9JkjbP6GCn,7,2026-06-06 16:37:25.761
Shotolol,Antonidas,EU,Shaman,Enhancement,Stormbringer,DPS,Skyreach,13,883.6,127127467,143876.6,1,290,395.0,gold,9|10|147,X87cQt9JkjbP6GCn,7,2026-06-06 16:37:25.761
Frittenchef,Blackhand,EU,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Skyreach,13,883.6,113782136,128773.0,0,290,395.0,gold,9|10|147,X87cQt9JkjbP6GCn,7,2026-06-06 16:37:25.761
Rintaru,Blackhand,EU,Druid,Feral,Druid of the Claw,DPS,Skyreach,13,883.6,130909977,148157.4,0,287,395.0,gold,9|10|147,X87cQt9JkjbP6GCn,7,2026-06-06 16:37:25.761
Uglyclown,Draenor,EU,Druid,Guardian,Unknown,Tank,Pit of Saron,21,1494.3,185052395,123842.1,0,288,505.644125,bronze,9|10|147,qvF8yDpChxZTXLRA,1,2026-05-22 16:50:33.894
Anxieyex,Silvermoon,EU,Monk,Mistweaver,Unknown,Healer,Pit of Saron,21,1494.3,77983891,52188.9,1,287,505.644125,bronze,9|10|147,qvF8yDpChxZTXLRA,1,2026-05-22 16:50:33.894
Jesterdk,Draenor,EU,DeathKnight,Unholy,Unknown,DPS,Pit of Saron,21,1494.3,346713542,232030.1,1,290,505.644125,bronze,9|10|147,qvF8yDpChxZTXLRA,1,2026-05-22 16:50:33.894
