subset,composition,runs,strength,avg_key,avg_pct_under,best_pct_under,median_pct_under,key_slope,ref_key,best_time_s,best_dungeon,best_key,best_date,median_time_s,avg_deaths_per_run,timed_pct
all,T:Blood DeathKnight | H:Holy Paladin | D:Arcane Mage | D:Elemental Shaman | D:Arms Warrior,162,2.46,9.2,21.4,55.1,23.0,-3.82,8.8,808.0,Voidscar Arena,2,2026-08-20,1380.0,5.24,88.3
timed,T:Blood DeathKnight | H:Discipline Priest | D:Windwalker Monk | D:Subtlety Rogue | D:Elemental Shaman,11,12.76,10.3,33.9,41.8,38.4,-3.137,8.6,1048.0,Voidscar Arena,10,2026-08-19,1174.0,4.09,100.0
timed,T:Vengeance DemonHunter | H:Holy Paladin | D:Devourer DemonHunter | D:Arcane Mage | D:Arms Warrior,11,11.54,10.4,31.5,42.3,30.4,-3.137,8.6,1177.0,Murder Row,10,2026-08-18,1300.0,1.73,100.0
timed,T:Protection Paladin | H:Holy Paladin | D:Devastation Evoker | D:Arcane Mage | D:Arms Warrior,11,10.9,9.8,34.0,42.0,34.8,-3.137,8.6,1114.0,Temple of Sethraliss,8,2026-08-19,1166.0,1.36,100.0
timed,T:Brewmaster Monk | H:Restoration Shaman | D:Arcane Mage | D:Windwalker Monk | D:Arms Warrior,11,10.41,10.4,29.9,41.4,30.2,-3.137,8.6,1196.0,Murder Row,9,2026-08-18,1314.0,2.91,100.0
timed,T:Blood DeathKnight | H:Preservation Evoker | D:Balance Druid | D:BeastMastery Hunter | D:Arms Warrior,11,10.14,10.1,31.2,38.8,33.4,-3.137,8.6,1176.0,Temple of Sethraliss,10,2026-08-19,1226.0,2.36,100.0
timed,T:Protection Paladin | H:Preservation Evoker | D:Unholy DeathKnight | D:BeastMastery Hunter | D:Elemental Shaman,11,9.86,9.1,37.1,58.5,36.4,-3.137,8.6,847.0,Murder Row,5,2026-08-19,1227.0,1.55,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Balance Druid | D:Marksmanship Hunter | D:Arms Warrior,11,9.76,10.1,30.7,47.3,30.8,-3.137,8.6,885.0,Ruby Life Pools,5,2026-08-19,1412.0,2.82,100.0
timed,T:Protection Warrior | H:Preservation Evoker | D:Devourer DemonHunter | D:Arcane Mage | D:Demonology Warlock,11,8.03,10.0,28.7,36.0,31.0,-3.137,8.6,1305.0,Murder Row,10,2026-08-19,1369.0,6.45,100.0
timed,T:Blood DeathKnight | H:Holy Priest | D:Arcane Mage | D:Shadow Priest | D:Arms Warrior,11,7.91,10.5,25.7,37.9,26.4,-3.137,8.6,1267.0,Murder Row,10,2026-08-19,1412.0,2.45,100.0
timed,T:Brewmaster Monk | H:Restoration Shaman | D:Retribution Paladin | D:Assassination Rogue | D:Arms Warrior,11,7.84,11.4,19.9,34.5,17.3,-3.137,8.6,1179.0,Voidscar Arena,5,2026-08-19,1568.0,4.09,100.0
timed,T:Blood DeathKnight | H:Mistweaver Monk | D:Devourer DemonHunter | D:Balance Druid | D:Elemental Shaman,11,7.35,10.5,24.3,40.7,29.9,-3.137,8.6,1068.0,Altar of Fangs,10,2026-08-19,1360.0,3.18,100.0
timed,T:Blood DeathKnight | H:Mistweaver Monk | D:Elemental Shaman | D:Arms Warrior | D:Arms Warrior,11,6.87,9.8,28.2,57.8,27.8,-3.137,8.6,760.0,Voidscar Arena,5,2026-08-19,1298.0,4.82,100.0
timed,T:Protection Paladin | H:Restoration Druid | D:Unholy DeathKnight | D:Arcane Mage | D:Arms Warrior,11,6.54,10.1,26.0,45.0,27.9,-3.137,8.6,923.0,Ruby Life Pools,7,2026-08-19,1372.0,3.09,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Balance Druid | D:Devastation Evoker | D:Arms Warrior,11,6.13,10.0,25.9,41.2,23.8,-3.137,8.6,1130.0,Temple of Sethraliss,10,2026-08-19,1426.0,3.55,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Balance Druid | D:Retribution Paladin | D:Subtlety Rogue,11,5.54,10.4,22.8,37.2,22.8,-3.137,8.6,1206.0,Den of Nalorakk,8,2026-08-18,1396.0,3.27,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Unholy DeathKnight | D:Arcane Mage | D:Assassination Rogue,11,5.47,9.8,26.1,46.3,31.8,-3.137,8.6,1031.0,Temple of Sethraliss,5,2026-08-19,1275.0,4.73,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Devourer DemonHunter | D:Devastation Evoker | D:Arms Warrior,11,5.02,8.6,32.9,46.7,33.3,-3.137,8.6,959.0,The Blinding Vale,2,2026-08-20,1212.0,2.09,100.0
timed,T:Blood DeathKnight | H:Holy Priest | D:Arcane Mage | D:Windwalker Monk | D:Arms Warrior,11,5.01,9.7,26.0,43.8,26.7,-3.137,8.6,945.0,Ruby Life Pools,8,2026-08-18,1398.0,4.27,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Devourer DemonHunter | D:Arcane Mage | D:Affliction Warlock,11,4.89,9.0,30.4,53.8,31.8,-3.137,8.6,916.0,Kings' Rest,2,2026-08-18,1278.0,4.0,100.0
timed,T:Protection Paladin | H:Discipline Priest | D:Devourer DemonHunter | D:Arcane Mage | D:Arms Warrior,11,4.76,10.5,20.5,30.2,23.6,-3.137,8.6,1257.0,The Blinding Vale,10,2026-08-18,1481.0,4.55,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Devourer DemonHunter | D:Marksmanship Hunter | D:Retribution Paladin,11,4.53,10.3,21.9,41.6,18.2,-3.137,8.6,1051.0,Voidscar Arena,6,2026-08-19,1496.0,3.64,100.0
timed,T:Brewmaster Monk | H:Restoration Shaman | D:Retribution Paladin | D:Shadow Priest | D:Arms Warrior,11,4.22,10.0,23.2,32.9,22.0,-3.137,8.6,1328.0,Kings' Rest,10,2026-08-18,1495.0,2.73,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Shadow Priest | D:Outlaw Rogue | D:Arms Warrior,11,3.78,9.3,27.1,46.2,29.3,-3.137,8.6,968.0,Altar of Fangs,4,2026-08-19,1286.0,2.73,100.0
timed,T:Protection Paladin | H:Restoration Shaman | D:Subtlety Rogue | D:Elemental Shaman | D:Arms Warrior,11,3.71,9.4,26.4,42.8,29.4,-3.137,8.6,1167.0,Murder Row,5,2026-08-19,1271.0,3.09,100.0
timed,T:Protection Warrior | H:Holy Paladin | D:Arcane Mage | D:Windwalker Monk | D:Retribution Paladin,11,3.44,10.7,17.5,52.1,13.3,-3.137,8.6,862.0,The Blinding Vale,5,2026-08-19,1741.0,3.18,100.0
timed,T:Blood DeathKnight | H:Preservation Evoker | D:Marksmanship Hunter | D:Windwalker Monk | D:Elemental Shaman,11,3.29,9.4,25.8,46.2,24.0,-3.137,8.6,1065.0,Kings' Rest,5,2026-08-18,1368.0,3.0,100.0
timed,T:Blood DeathKnight | H:Mistweaver Monk | D:Balance Druid | D:Arcane Mage | D:Arms Warrior,11,3.04,9.2,26.6,48.1,30.3,-3.137,8.6,871.0,Ruby Life Pools,7,2026-08-19,1290.0,4.73,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Feral Druid | D:BeastMastery Hunter | D:Arms Warrior,11,3.02,9.4,25.4,51.0,21.1,-3.137,8.6,823.0,Ruby Life Pools,5,2026-08-18,1514.0,4.27,100.0
timed,T:Blood DeathKnight | H:Mistweaver Monk | D:Arcane Mage | D:Arms Warrior | D:Arms Warrior,11,2.99,9.1,27.1,51.9,25.4,-3.137,8.6,865.0,Voidscar Arena,2,2026-08-19,1368.0,4.09,100.0
timed,T:Blood DeathKnight | H:Mistweaver Monk | D:Arcane Mage | D:Retribution Paladin | D:Demonology Warlock,11,2.96,9.3,25.9,40.7,23.4,-3.137,8.6,1138.0,Temple of Sethraliss,5,2026-08-19,1378.0,2.18,100.0
timed,T:Protection Paladin | H:Restoration Shaman | D:Devourer DemonHunter | D:Balance Druid | D:Windwalker Monk,11,2.48,9.2,25.8,37.2,29.2,-3.137,8.6,1206.0,Den of Nalorakk,8,2026-08-18,1334.0,1.55,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Shadow Priest | D:Elemental Shaman | D:Arms Warrior,11,2.27,9.5,23.2,45.1,25.1,-3.137,8.6,1120.0,Murder Row,4,2026-08-19,1454.0,2.18,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Unholy DeathKnight | D:BeastMastery Hunter | D:Retribution Paladin,11,1.9,9.5,23.2,41.3,21.7,-3.137,8.6,1162.0,Kings' Rest,5,2026-08-19,1488.0,1.82,100.0
timed,T:Blood DeathKnight | H:Holy Priest | D:Arcane Mage | D:Retribution Paladin | D:Arms Warrior,11,1.73,8.9,26.4,43.1,34.3,-3.137,8.6,1126.0,Kings' Rest,6,2026-08-18,1207.0,3.18,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Balance Druid | D:Marksmanship Hunter | D:Arcane Mage,11,1.39,9.6,21.3,45.2,20.6,-3.137,8.6,1085.0,Kings' Rest,2,2026-08-19,1596.0,3.09,100.0
timed,T:Protection Paladin | H:Holy Paladin | D:Balance Druid | D:BeastMastery Hunter | D:Arcane Mage,11,1.34,9.2,24.1,44.2,22.0,-3.137,8.6,1104.0,Kings' Rest,5,2026-08-20,1403.0,4.18,100.0
timed,T:Blood DeathKnight | H:Discipline Priest | D:Devourer DemonHunter | D:Balance Druid | D:Arcane Mage,11,0.73,7.8,31.8,59.9,27.3,-3.137,8.6,721.0,Altar of Fangs,2,2026-08-19,1395.0,5.09,100.0
timed,T:Protection Paladin | H:Holy Priest | D:BeastMastery Hunter | D:Arcane Mage | D:Arms Warrior,11,0.54,8.9,24.7,53.7,24.8,-3.137,8.6,833.0,Voidscar Arena,2,2026-08-18,1489.0,4.18,100.0
timed,T:Protection Paladin | H:Mistweaver Monk | D:Devourer DemonHunter | D:Arcane Mage | D:Arms Warrior,11,0.52,7.9,30.9,57.4,33.4,-3.137,8.6,766.0,Voidscar Arena,5,2026-08-19,1278.0,3.91,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Elemental Shaman | D:Demonology Warlock | D:Arms Warrior,11,0.41,9.6,19.9,34.1,18.1,-3.137,8.6,1108.0,Ruby Life Pools,10,2026-08-19,1518.0,5.09,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Marksmanship Hunter | D:Arcane Mage | D:Demonology Warlock,11,0.16,8.0,29.8,49.9,27.7,-3.137,8.6,962.0,Temple of Sethraliss,2,2026-08-19,1318.0,3.91,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Balance Druid | D:Retribution Paladin | D:Elemental Shaman,11,0.15,9.5,20.7,52.0,18.4,-3.137,8.6,865.0,The Blinding Vale,5,2026-08-20,1618.0,2.09,100.0
timed,T:Guardian Druid | H:Holy Paladin | D:Arcane Mage | D:Retribution Paladin | D:Arms Warrior,11,-0.19,8.9,23.6,46.5,23.7,-3.137,8.6,1027.0,Den of Nalorakk,2,2026-08-19,1282.0,5.55,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Frost DeathKnight | D:Elemental Shaman | D:Arms Warrior,11,-0.21,9.6,19.0,46.8,16.4,-3.137,8.6,1085.0,Murder Row,5,2026-08-19,1460.0,4.0,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Havoc DemonHunter | D:Balance Druid | D:Arcane Mage,11,-0.23,7.8,30.4,47.0,29.8,-3.137,8.6,890.0,Ruby Life Pools,6,2026-08-19,1348.0,2.45,100.0
timed,T:Protection Paladin | H:Holy Paladin | D:Devourer DemonHunter | D:Arcane Mage | D:Arms Warrior,11,-0.41,8.8,23.8,49.4,21.7,-3.137,8.6,971.0,Temple of Sethraliss,5,2026-08-19,1495.0,4.27,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Frost DeathKnight | D:Arcane Mage | D:Elemental Shaman,11,-0.57,8.5,25.3,47.7,27.3,-3.137,8.6,1004.0,Temple of Sethraliss,5,2026-08-19,1361.0,1.64,100.0
timed,T:Blood DeathKnight | H:Restoration Druid | D:BeastMastery Hunter | D:Arcane Mage | D:Arms Warrior,11,-0.68,8.2,27.4,49.3,26.0,-3.137,8.6,1035.0,Murder Row,2,2026-08-18,1407.0,3.36,100.0
timed,T:Protection Paladin | H:Restoration Shaman | D:Unholy DeathKnight | D:Balance Druid | D:Arcane Mage,11,-3.65,7.8,25.4,48.4,29.7,-3.137,8.6,929.0,The Blinding Vale,2,2026-08-19,1274.0,3.82,100.0
timed,T:Protection Paladin | H:Restoration Shaman | D:Devourer DemonHunter | D:Balance Druid | D:Arms Warrior,11,-3.91,7.3,28.4,51.4,27.9,-3.137,8.6,992.0,Murder Row,2,2026-08-19,1408.0,3.45,100.0
timed,T:Protection Warrior | H:Restoration Shaman | D:Devourer DemonHunter | D:Arcane Mage | D:Elemental Shaman,10,10.64,9.9,33.6,43.1,37.3,-3.137,8.6,1160.0,Murder Row,10,2026-08-19,1150.0,3.5,100.0
timed,T:Protection Paladin | H:Holy Priest | D:Survival Hunter | D:Arcane Mage | D:Elemental Shaman,10,10.29,10.1,31.8,39.5,32.8,-3.137,8.6,1162.0,Temple of Sethraliss,10,2026-08-19,1322.0,1.4,100.0
timed,T:Blood DeathKnight | H:Restoration Druid | D:Arcane Mage | D:Subtlety Rogue | D:Arms Warrior,10,9.36,10.1,30.4,46.7,30.8,-3.137,8.6,960.0,The Blinding Vale,10,2026-08-19,1235.0,3.1,100.0
timed,T:Brewmaster Monk | H:Preservation Evoker | D:Devourer DemonHunter | D:Devastation Evoker | D:Elemental Shaman,10,8.64,10.1,29.4,46.9,32.0,-3.137,8.6,1084.0,Murder Row,10,2026-08-19,1318.0,6.7,100.0
timed,T:Protection Paladin | H:Restoration Shaman | D:Marksmanship Hunter | D:Windwalker Monk | D:Arms Warrior,10,8.41,10.4,27.1,37.7,30.6,-3.137,8.6,1271.0,Murder Row,11,2026-08-20,1304.0,2.2,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Arcane Mage | D:Enhancement Shaman | D:Arms Warrior,10,7.83,8.5,38.2,52.6,38.8,-3.137,8.6,910.0,Temple of Sethraliss,2,2026-08-19,1148.0,2.3,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Havoc DemonHunter | D:BeastMastery Hunter | D:Retribution Paladin,10,7.58,10.0,28.4,47.0,27.4,-3.137,8.6,1082.0,Murder Row,8,2026-08-19,1458.0,3.5,100.0
timed,T:Protection Paladin | H:Restoration Shaman | D:Windwalker Monk | D:Subtlety Rogue | D:Arms Warrior,10,6.64,9.9,27.6,47.3,25.8,-3.137,8.6,949.0,Altar of Fangs,4,2026-08-19,1336.0,2.0,100.0
timed,T:Protection Paladin | H:Holy Paladin | D:Arcane Mage | D:Shadow Priest | D:Demonology Warlock,10,6.59,9.7,28.8,48.5,23.0,-3.137,8.6,1051.0,Murder Row,5,2026-08-20,1386.0,2.0,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Marksmanship Hunter | D:Windwalker Monk | D:Arms Warrior,10,6.41,10.6,22.9,35.3,24.0,-3.137,8.6,1243.0,Temple of Sethraliss,10,2026-08-19,1448.0,3.1,100.0
timed,T:Protection Warrior | H:Holy Paladin | D:Balance Druid | D:Arcane Mage | D:Arms Warrior,10,6.27,9.8,27.7,47.6,26.6,-3.137,8.6,880.0,Ruby Life Pools,8,2026-08-18,1420.0,2.3,100.0
timed,T:Blood DeathKnight | H:Preservation Evoker | D:Shadow Priest | D:Elemental Shaman | D:Arms Warrior,10,6.24,9.2,31.4,58.5,30.6,-3.137,8.6,798.0,Den of Nalorakk,2,2026-08-19,1265.0,1.6,100.0
timed,T:Brewmaster Monk | H:Holy Paladin | D:Feral Druid | D:Enhancement Shaman | D:Arms Warrior,10,6.0,10.8,21.0,41.0,18.8,-3.137,8.6,1169.0,Kings' Rest,9,2026-08-19,1514.0,4.1,100.0
timed,T:Protection Paladin | H:Restoration Shaman | D:Unholy DeathKnight | D:Devourer DemonHunter | D:Arms Warrior,10,5.77,10.0,25.7,41.2,27.4,-3.137,8.6,987.0,Ruby Life Pools,4,2026-08-19,1451.0,2.7,100.0
timed,T:Protection Paladin | H:Restoration Druid | D:Arcane Mage | D:Elemental Shaman | D:Arms Warrior,10,5.68,9.8,26.8,50.8,28.0,-3.137,8.6,886.0,The Blinding Vale,8,2026-08-19,1324.0,3.9,100.0
timed,T:Protection Paladin | H:Restoration Shaman | D:Balance Druid | D:Elemental Shaman | D:Enhancement Shaman,10,5.6,9.9,26.1,42.2,26.6,-3.137,8.6,1110.0,Temple of Sethraliss,8,2026-08-18,1442.0,3.5,100.0
timed,T:Blood DeathKnight | H:Preservation Evoker | D:Balance Druid | D:BeastMastery Hunter | D:Arcane Mage,10,5.33,8.7,33.2,48.9,31.3,-3.137,8.6,980.0,Den of Nalorakk,2,2026-08-19,1302.0,3.8,100.0
timed,T:Blood DeathKnight | H:Preservation Evoker | D:Unholy DeathKnight | D:Shadow Priest | D:Enhancement Shaman,10,5.16,10.4,22.3,34.9,28.2,-3.137,8.6,1172.0,Voidscar Arena,10,2026-08-20,1346.0,6.4,100.0
timed,T:Protection Warrior | H:Holy Paladin | D:Arcane Mage | D:Subtlety Rogue | D:Elemental Shaman,10,4.89,9.1,30.0,55.4,33.4,-3.137,8.6,856.0,Temple of Sethraliss,5,2026-08-19,1256.0,2.6,100.0
timed,T:Protection Paladin | H:Holy Paladin | D:Marksmanship Hunter | D:Arcane Mage | D:Windwalker Monk,10,4.86,10.2,23.1,36.4,23.8,-3.137,8.6,1298.0,Murder Row,10,2026-08-19,1430.0,5.7,100.0
timed,T:Brewmaster Monk | H:Restoration Shaman | D:Unholy DeathKnight | D:Devourer DemonHunter | D:Arms Warrior,10,4.74,9.9,24.8,51.2,23.9,-3.137,8.6,938.0,Temple of Sethraliss,2,2026-08-19,1461.0,4.6,100.0
timed,T:Protection Warrior | H:Holy Paladin | D:Unholy DeathKnight | D:Arcane Mage | D:Shadow Priest,10,4.53,10.5,20.7,26.2,20.5,-3.137,8.6,1506.0,Murder Row,10,2026-08-18,1484.0,1.8,100.0
timed,T:Vengeance DemonHunter | H:Discipline Priest | D:Balance Druid | D:Arcane Mage | D:Windwalker Monk,10,4.43,9.5,26.8,54.2,23.0,-3.137,8.6,935.0,Murder Row,2,2026-08-19,1434.0,3.8,100.0
timed,T:Protection Paladin | H:Holy Paladin | D:Unholy DeathKnight | D:Arcane Mage | D:Shadow Priest,10,4.13,9.4,27.0,55.5,28.4,-3.137,8.6,748.0,Ruby Life Pools,5,2026-08-20,1399.0,2.0,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Marksmanship Hunter | D:Arcane Mage | D:Outlaw Rogue,10,3.96,10.0,23.0,44.2,20.8,-3.137,8.6,1004.0,The Blinding Vale,5,2026-08-19,1522.0,2.9,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Marksmanship Hunter | D:Shadow Priest | D:Arms Warrior,10,3.88,9.6,25.4,48.8,20.2,-3.137,8.6,921.0,Voidscar Arena,6,2026-08-19,1481.0,2.4,100.0
timed,T:Protection Warrior | H:Restoration Druid | D:Unholy DeathKnight | D:Balance Druid | D:Arcane Mage,10,3.88,10.2,21.6,39.2,23.9,-3.137,8.6,1094.0,Voidscar Arena,9,2026-08-19,1365.0,4.7,100.0
timed,T:Guardian Druid | H:Restoration Shaman | D:Devourer DemonHunter | D:Arcane Mage | D:Subtlety Rogue,10,3.7,9.9,23.2,43.0,22.8,-3.137,8.6,1163.0,Murder Row,2,2026-08-19,1482.0,2.1,100.0
timed,T:Protection Paladin | H:Restoration Shaman | D:Arcane Mage | D:Outlaw Rogue | D:Arms Warrior,10,3.44,8.6,31.0,46.1,30.9,-3.137,8.6,906.0,Ruby Life Pools,5,2026-08-19,1290.0,2.3,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Unholy DeathKnight | D:Subtlety Rogue | D:Arms Warrior,10,3.27,10.0,21.9,39.2,21.0,-3.137,8.6,1241.0,Murder Row,10,2026-08-19,1514.0,3.3,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Frost DeathKnight | D:Devourer DemonHunter | D:BeastMastery Hunter,10,3.04,10.7,17.2,25.7,19.6,-3.137,8.6,1337.0,Altar of Fangs,10,2026-08-19,1419.0,4.1,100.0
timed,T:Vengeance DemonHunter | H:Holy Paladin | D:Arcane Mage | D:Retribution Paladin | D:Elemental Shaman,10,2.82,7.6,36.3,46.8,35.3,-3.137,8.6,957.0,Voidscar Arena,5,2026-08-18,1212.0,1.7,100.0
timed,T:Protection Paladin | H:Holy Paladin | D:Unholy DeathKnight | D:Devourer DemonHunter | D:Arcane Mage,10,2.81,9.8,22.5,41.9,19.2,-3.137,8.6,1046.0,Voidscar Arena,11,2026-08-19,1536.0,3.0,100.0
timed,T:Protection Warrior | H:Restoration Shaman | D:Devourer DemonHunter | D:BeastMastery Hunter | D:Elemental Shaman,10,2.47,9.0,27.0,44.9,26.8,-3.137,8.6,1124.0,Murder Row,2,2026-08-19,1399.0,3.9,100.0
timed,T:Protection Warrior | H:Holy Paladin | D:Devastation Evoker | D:Demonology Warlock | D:Arms Warrior,10,2.35,9.0,26.8,53.4,26.3,-3.137,8.6,894.0,Temple of Sethraliss,5,2026-08-18,1398.0,6.6,100.0
timed,T:Protection Paladin | H:Restoration Shaman | D:Unholy DeathKnight | D:Shadow Priest | D:Arms Warrior,10,2.06,9.4,23.9,50.5,20.8,-3.137,8.6,831.0,Ruby Life Pools,5,2026-08-20,1378.0,3.7,100.0
timed,T:Blood DeathKnight | H:Holy Priest | D:BeastMastery Hunter | D:Arcane Mage | D:Arms Warrior,10,1.76,8.7,27.8,48.1,24.3,-3.137,8.6,872.0,Ruby Life Pools,5,2026-08-19,1302.0,3.2,100.0
timed,T:Blood DeathKnight | H:Discipline Priest | D:Balance Druid | D:BeastMastery Hunter | D:Retribution Paladin,10,1.75,10.1,19.0,27.9,20.8,-3.137,8.6,1212.0,Ruby Life Pools,10,2026-08-18,1556.0,6.2,100.0
timed,T:Protection Paladin | H:Holy Paladin | D:Arcane Mage | D:Windwalker Monk | D:Arms Warrior,10,1.73,10.3,17.7,31.2,18.3,-3.137,8.6,1239.0,Voidscar Arena,11,2026-08-19,1529.0,2.4,100.0
timed,T:Guardian Druid | H:Restoration Shaman | D:Unholy DeathKnight | D:Retribution Paladin | D:Arms Warrior,10,1.72,11.2,12.1,41.7,9.1,-3.137,8.6,1155.0,Kings' Rest,8,2026-08-19,1691.0,4.5,100.0
timed,T:Protection Warrior | H:Holy Paladin | D:Devourer DemonHunter | D:Arcane Mage | D:Windwalker Monk,10,1.68,9.0,25.8,39.9,26.2,-3.137,8.6,1227.0,Murder Row,9,2026-08-19,1370.0,3.5,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Unholy DeathKnight | D:Devourer DemonHunter | D:BeastMastery Hunter,10,1.66,9.1,25.2,57.0,26.8,-3.137,8.6,722.0,Ruby Life Pools,2,2026-08-18,1396.0,3.1,100.0
timed,T:Protection Paladin | H:Holy Paladin | D:Arcane Mage | D:Elemental Shaman | D:Demonology Warlock,10,1.16,8.0,31.3,47.3,30.6,-3.137,8.6,949.0,Voidscar Arena,2,2026-08-19,1350.0,1.5,100.0
timed,T:Blood DeathKnight | H:Holy Priest | D:Devourer DemonHunter | D:Arcane Mage | D:Elemental Shaman,10,1.13,9.9,19.4,46.8,17.7,-3.137,8.6,957.0,Voidscar Arena,4,2026-08-19,1575.0,3.9,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Devourer DemonHunter | D:Arcane Mage | D:Elemental Shaman,10,0.39,8.5,27.0,54.0,24.3,-3.137,8.6,828.0,Voidscar Arena,5,2026-08-19,1406.0,4.1,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Arcane Mage | D:Shadow Priest | D:Demonology Warlock,10,-0.05,9.4,20.7,42.1,21.2,-3.137,8.6,1181.0,Murder Row,9,2026-08-19,1433.0,3.2,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Balance Druid | D:BeastMastery Hunter | D:Shadow Priest,10,-0.06,10.0,16.9,48.5,16.1,-3.137,8.6,928.0,Altar of Fangs,5,2026-08-19,1601.0,4.5,100.0
timed,T:Blood DeathKnight | H:Restoration Druid | D:Arcane Mage | D:Retribution Paladin | D:Arms Warrior,10,-0.15,7.7,31.2,44.4,34.6,-3.137,8.6,1134.0,Murder Row,4,2026-08-19,1240.0,3.7,100.0
timed,T:Protection Paladin | H:Restoration Shaman | D:Arcane Mage | D:Retribution Paladin | D:Demonology Warlock,10,-0.29,8.0,29.1,39.6,29.3,-3.137,8.6,1088.0,The Blinding Vale,7,2026-08-19,1264.0,1.9,100.0
timed,T:Blood DeathKnight | H:Discipline Priest | D:Arcane Mage | D:Subtlety Rogue | D:Arms Warrior,10,-0.58,7.8,30.0,62.1,21.6,-3.137,8.6,637.0,Ruby Life Pools,2,2026-08-19,1426.0,4.7,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Arcane Mage | D:Shadow Priest | D:Subtlety Rogue,10,-0.66,8.4,26.1,59.9,21.5,-3.137,8.6,722.0,The Blinding Vale,2,2026-08-20,1398.0,0.6,100.0
timed,T:Protection Paladin | H:Restoration Shaman | D:Unholy DeathKnight | D:Elemental Shaman | D:Arms Warrior,10,-0.73,8.6,24.7,45.2,24.6,-3.137,8.6,1118.0,Murder Row,4,2026-08-19,1310.0,3.8,100.0
timed,T:Blood DeathKnight | H:Discipline Priest | D:Balance Druid | D:Retribution Paladin | D:Elemental Shaman,10,-1.32,9.6,17.6,48.7,16.7,-3.137,8.6,924.0,Voidscar Arena,2,2026-08-18,1613.0,3.7,100.0
timed,T:Protection Paladin | H:Holy Priest | D:Arcane Mage | D:Elemental Shaman | D:Arms Warrior,10,-1.35,8.0,27.6,44.0,22.0,-3.137,8.6,1008.0,Altar of Fangs,5,2026-08-19,1388.0,1.4,100.0
timed,T:Vengeance DemonHunter | H:Holy Paladin | D:Balance Druid | D:Arcane Mage | D:Arms Warrior,10,-1.46,8.7,23.0,50.5,18.0,-3.137,8.6,979.0,Kings' Rest,3,2026-08-19,1500.0,3.7,100.0
timed,T:Blood DeathKnight | H:Mistweaver Monk | D:BeastMastery Hunter | D:Arcane Mage | D:Shadow Priest,10,-1.57,8.8,22.2,38.6,22.0,-3.137,8.6,1105.0,Voidscar Arena,7,2026-08-19,1532.0,4.6,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Arcane Mage | D:Shadow Priest | D:Demonology Warlock,10,-1.83,8.5,23.7,48.9,24.6,-3.137,8.6,920.0,The Blinding Vale,2,2026-08-20,1326.0,3.1,100.0
timed,T:Protection Paladin | H:Restoration Shaman | D:Devourer DemonHunter | D:Arcane Mage | D:Elemental Shaman,10,-1.85,9.0,20.5,47.4,15.8,-3.137,8.6,883.0,Ruby Life Pools,5,2026-08-19,1554.0,5.5,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Feral Druid | D:Elemental Shaman | D:Arms Warrior,10,-1.93,7.2,31.7,49.4,30.0,-3.137,8.6,972.0,Den of Nalorakk,5,2026-08-19,1274.0,3.1,100.0
timed,T:Protection Paladin | H:Restoration Shaman | D:Retribution Paladin | D:Subtlety Rogue | D:Arms Warrior,10,-2.07,7.4,30.2,50.6,34.2,-3.137,8.6,829.0,Ruby Life Pools,5,2026-08-19,1272.0,1.6,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Devastation Evoker | D:Retribution Paladin | D:Arms Warrior,10,-2.19,9.4,17.5,36.5,18.0,-3.137,8.6,1143.0,The Blinding Vale,2,2026-08-19,1548.0,4.1,100.0
